pi_id,pi_name
475429,Paul Franzon
475434,Narayan Mandayam
475435,Kristin Dana
475447,Hillel Chiel
475448,Roger Quinn
475466,Patricia Davies
475468,William Gavin
475470,Arienne Dwyer
475506,James Kroger
475507,Charles Creusere
475511,Rina Dechter
475523,Narayana Santhanam
475599,Zhihai He
475621,Jingfeng Xiao
475632,Pang-Ning Tan
475663,Ilka Feller
475693,Geoffrey Henebry
475718,Virgil Wallentine
475721,- Robby
475732,R. P. H. Chang
475823,Christina Smolke
475852,Laurent Bellaiche
475892,Yoshio Nishi
475949,Vladimir Privman
476050,Ashok Kumar
476067,Aaron Timperman
476108,Weiqiang Ding
476209,James Doyle
476274,Hans Hallen
476381,Boris Kiefer
476464,Kent Seamons
476585,Kenneth English
476667,Jesus De Loera
476751,Miguel Alonso
476755,Robert Griffiths
476806,Nathan Rank
476812,Randa Shehab
476824,Barry Nelson
476888,David DeMille
476892,Rajan Batta
476942,Sol Gruner
477110,Yanbei Chen
477122,Richard Superfine
477191,Timothy Ebner
477210,Forouzan Golshani
477225,Lori Scarlatos
477226,Coimbatore Ramakrishnan
477235,Sandra Rodriguez-Zas
477247,Natalie Mahowald
477270,Keren Bergman
477302,Thomas Schmidt
477405,Glen Niebur
477412,Anne Bracy
477490,Mark Aindow
477495,William Messner
477502,E. Downey Brill
477580,Alexander Vakakis
477718,Simon Tavare
477807,Herve Moulin
477811,Michael Ostrovsky
477812,Nicolas Lambert
477826,Burkhard Schipper
477856,Robin Cote
477964,Sham Kakade
477965,Mallesh Pai
478001,Edith Hemaspaandra
478010,Scott Page
478013,Federico Echenique
478022,Lane Hemaspaandra
478035,Constantinos Daskalakis
478157,Rachel Kranton
478168,Aaron Jaggard
478173,Denis Nekipelov
478197,Thomas Wu
478203,Filippo Menczer
478205,Alessandro Flammini
478206,Johan Bollen
478232,Ying-Cheng Lai
478239,Michael Raymer
478274,Philip Pincus
478308,Thomas Weldon
478348,Herbert Edelsbrunner
478365,Sheila Grant
478368,Luis Polo-Parada
478371,Ilya Dumer
478385,Qing Huo Liu
478386,Tomoyuki Yoshie
478395,Rong-Rong Chen
478405,B. Ramakrishna
478411,James Preisig
478413,Donald Wunsch
478440,Degang Chen
478524,Antonia Papandreou-Suppappola
478530,Amar Raheja
478553,Kyung-Suk Kim
478563,Timothy Lance
478564,Stephen Johnson
478598,Claire Duggan
478614,William Kisaalita
478666,Weiyi Zhang
478719,T.H. Williams
478773,Barbara Pickard
478866,David Martin
478878,Brenda Britsch
478990,Marina Meila
479047,Sudarshan Banerjee
479049,Srinivas Katkoori
479050,Jarrod Roy
479299,Nadia Heninger
479306,J. Ross Beveridge
479398,Magdy Bayoumi
479488,Thomas Hales
479494,Martha Austin
479529,Paula Velluto
479564,Anand Gramopadhye
479676,Gang-Yu Liu
479700,Mohsen Beheshti
479826,Lorenza Viola
479847,Sridhara Dasu
479891,Charles Marcus
479905,Drew Endy
479996,Susan Watson
480021,James Schilling
480055,Michael O'Keeffe
480057,Carl Batt
480078,Per Arne Rikvold
480116,Maria Papa
480278,Yi-Zhi Huang
480349,Francis Bonahon
480369,Daniel Cohen
480387,James Damon
480524,Paolo Bonato
480606,Sarbani Basu
480614,Yasutomo Uemura
480627,James Eckstein
480652,John Kieffer
480791,Marc Bockrath
480836,Jack Burns
480842,Sarat Dass
480852,Suzanne Boyce
480970,Dean Foster
480973,Larry Shepp
480987,Wei Biao Wu
480998,David Banks
481017,Mary Boyd
481051,Yajun Mei
481061,Ann Lee
481114,Peter Brockwell
481115,Richard Davis
481137,Fatma Mili
481145,Jeanne Ferrante
481153,Donald Martin
481294,Petar Momcilovic
481348,John Carter
481368,Xiangdong Zhang
481434,Alan Frieze
481493,Anoop Singhal
481598,Tapio Schneider
481809,Bruce Segee
481886,Joseph Barba
482078,William Brandt
482097,Kenneth Perlin
482117,Robert Noyes
482142,Zhenghan Wang
482155,Tobias Schaefer
482198,Arthur Graesser
482223,Tyrone Duncan
482233,Peter Olver
482235,Arthur Olson
482273,Chris Mihos
482361,Edward Brown
482442,Martin Weinberg
482443,Houjun Mo
482465,Thomas Peters
482473,James Cordes
482588,Cornelia Brunner
482799,Jennifer Dworak
482837,Yaohang Li
482838,Desh Ranjan
482862,Billie Spencer
483135,Merlyna Lim
483279,Rolf Wigand
483285,Steven Bressler
483300,David Maier
483319,Graeme Smith
483320,Charles Bennett
483330,Craig Forest
483340,Thomas Allen
483342,James Landay
483343,Claus Portner
483351,Michelle Newman
483352,Reginald Adams
483355,Francesca Polletta
483366,Qiaozhu Mei
483372,Gerhard Fischer
483373,Hal Eden
483386,Richard Tapia
483390,Kenneth Calvert
483394,Susan Brennan
483401,Mahta Moghaddam
483402,Achilleas Anastasopoulos
483410,Bing Liu
483415,Nancy McCracken
483418,Jonathan Kelner
483422,John Norman
483444,Steven Myers
483452,Rosta Farzan
483465,John Flach
483467,Valerie Shalin
483477,Carl Fox
483488,John Riedl
483518,Diane Bailey
483529,Nicholas Read
483530,Daniel Spielman
483541,Shanghua Teng
483545,Anna Nagurney
483548,Bonnie Nardi
483555,Qaisar Shafi
483563,Wilson Geisler
483569,Isaac Chuang
483572,Tamer Basar
483585,Michael Stonebraker
483588,Leonid Kazovsky
483594,Dave Bacon
483597,Vincent Chan
483609,Robert Pless
483625,Stanley Zdonik
483626,Ugur Cetintemel
483628,Gaetano Borriello
483630,Beth Kolko
483634,David Redmiles
483676,Gabriel Ghinita
483683,David Walker
483695,Thomas Schmid
483710,Daniel Bolanos
483742,Peter Sorensen
483749,Michael Lewicki
483774,Emin Sirer
483791,Jan van Santen
483809,Linda Argote
483816,Bruno Olshausen
483825,David Evans
483827,Aaron Mackey
483835,Badri Nath
483862,Shouhuai Xu
483863,Ravinderpal Sandhu
483864,Jae Hong Park
483870,Vijay Pande
483871,Patrick Hanrahan
483872,Russ Altman
483881,Edmund Seto
483884,Arthur Winer
483887,Brian Taylor
484022,Roshan D'souza
484094,Andrew Robertson
484097,Chi-Wang Shu
484154,Liudong Xing
484227,George Rouskas
484316,Earl Scime
484516,Reza Mohammadpourrad
484576,James Bohland
484584,Robert Frank
484603,Ioan Raicu
484709,Peter Voorhees
484710,Mark Asta
484727,Noah Perin
484739,Holly Taylor
484744,Patrick Fitzgerald
484788,Fu-Kuo Chang
484812,Weiqing Ren
484825,Dean Buonomano
484866,Daniel Weile
484898,Miguel Mosteiro
484988,Bruce Allen
485068,Krishnaiyan Thulasiraman
485106,Sartaj Sahni
485110,Sergey Kirshner
485112,Tao Wang
485126,Faramarz Fekri
485132,Glenn Tesler
485149,Ronald Berezney
485150,Jinhui Xu
485154,Noel Walkington
485160,Ravi Ramamoorthi
485172,David Williamson
485193,Douglas Arnold
485195,Rekha Thomas
485200,Timothy Davis
485207,Howard Elman
485219,Matthias Heinkenschloss
485221,Uday Chakraborty
485222,Martin Pelikan
485258,Shengli Sheng
485266,Neil Immerman
485269,Joseph Powers
485281,Hong Hua
485283,Fei-Fei Li
485287,Daniel Szyld
485290,Yuesheng Xu
485293,Venkatesan Guruswami
485309,Jih-Kwon Peir
485310,Shigang Chen
485312,Hai Zhou
485314,Dian Zhou
485316,Sheng-Guo Wang
485318,William Hager
485329,Tien-Yien Li
485348,Jonathan Eckstein
485350,Derek Richardson
485377,Frank Dellaert
485393,Jesse Barlow
485416,Neeraj Mittal
485418,Andrew Knyazev
485433,Erich Kaltofen
485435,Catherine Blake
485440,Jan Verschelde
485442,Peter Bartlett
485455,Malgorzata Peszynska
485466,Inyoung Kim
485468,Michel Goemans
485469,Neil Olver
485470,Rico Zenklusen
485474,J. Tinsley Oden
485479,Praveen Rao
485498,Janis Antonovics
485505,Thomas Yu
485507,Stanly Steinberg
485514,Nicholas Roy
485520,Mihail Popescu
485522,Richelle Koopman
485534,Stephen Kobourov
485535,Aparna Das
485542,Tilman Wolf
485555,Li Shang
485560,Sandeep Sadanandarao
485564,Zhenyu Yang
485569,Jack East
485571,Giora Slutzki
485574,Richard Ladner
485580,Nurit Haspel
485586,Johnell Brooks
485589,Sungbok Lee
485591,Victor Lesser
485593,Amin Vahdat
485598,Eric Michielssen
485607,Mehran Mehregany
485618,Christopher Umans
485620,Rajesh Nadakuditi
485622,Hakan Aydin
485627,Gary Weiss
485628,Warren Tryon
485630,Jie Luo
485638,Leonid Gurvits
485639,Jon Yard
485645,Yufeng Wu
485647,Jennifer Epstein
485659,Vishwani Agrawal
485663,Tia Newhall
485665,Josep Torrellas
485667,Stephan Olariu
485668,Michele Weigle
485670,Carl Ebeling
485671,Scott Hauck
485678,Charles Bacon
485679,Greg Gogolin
485681,Barbara Ciaramitaro
485682,Tracey Boncher
485691,Gerald Sussman
485695,Benton Calhoun
485699,Fredo Durand
485708,Vineeth Nallure Balasubramanian
485710,Artemio Ramirez
485725,Erwin Boer
485726,Nicholas Ward
485727,Laura Stanley
485732,Bryan Pardo
485742,Mitchell Thornton
485746,Ashish Gehani
485748,Peter Beerel
485752,Duc Tran
485753,Bridget Benson
485755,Luke McDowell
485769,Elliot Moore
485771,Moe Win
485773,Anne-Frances Miller
485777,Dezhe Jin
485790,Yan Solihin
485796,Ali Ebnenasir
485798,Soner Onder
485802,Daniel Dougherty
485803,Kathi Fisler
485805,Joshua Guttman
485815,Fernando De la Torre
485821,Claudio Chamon
485826,Lei Tian
485828,Sharad Seth
485831,Russell Joseph
485851,Norah Dunbar
485852,Shane Connelly
485853,Matthew Jensen
485855,Alan Bovik
485856,Joydeep Ghosh
485861,Mark Jones
485875,Tal Malkin
485877,Robert Harper
485879,Andrei Paun
485880,Mark DeCoster
485891,John Lafferty
485895,Victor Pan
485900,Adam Porter
485902,Leila DeFloriani
485910,Engin Kirda
485916,Linda Milor
485918,Daniel Grosu
485923,Rupal Patel
485932,Peter Reiher
485936,Alexander Vardy
485938,Stephen Freund
485947,David Garlan
485952,Alexander Dean
485953,Subhashish Bhattacharya
485957,Gary Woods
485958,Farinaz Koushanfar
485962,Thomas Misa
485963,Jeffrey Yost
485983,Matthew Farrens
485984,Venkatesh Akella
485986,Todd Mowry
485994,Shlomo Zilberstein
485996,Eric Delson
485997,Katherine St. John
485998,William Harcourt-Smith
485999,Melissa Tallman
486003,Michael Kearns
486018,Vince Calhoun
486025,Amy Langville
486038,Robert Bodenheimer
486052,Dapeng Wu
486056,Deng Pan
486060,Yifeng Zhu
486062,Mark Crovella
486066,Donald Yeung
486076,Tulay Adali
486078,Shirley Moore
486080,Daniel Terpstra
486083,Piotr Luszczek
486084,Jakub Kurzak
486086,Patrick Eugster
486088,Subhash Kak
486090,Karl Wimmer
486094,John Wyatt
486098,XiaoFeng Wang
486105,Fritz Keinert
486115,Klaus Mueller
486121,Huong Higgins
486124,David Soloveichik
486128,Yuhua Chen
486132,David Starobinski
486136,Michael Franz
486138,Sudarshan Srinivasan
486140,Frederic Chong
486150,Tolga Duman
486156,Pramode Verma
486167,Wanda Pratt
486169,Andrea Hartzler
486176,Dmitry Kolpashchikov
486183,Bella Bose
486185,Sudipto Guha
486187,Siddhartan Govindasamy
486191,Xiaojun Cao
486193,Eduardo Mucciolo
486198,David Schwartz
486199,Mihai Pop
486204,Daniel Kaufman
486206,David Mount
486214,Srinivasan Ramasubramanian
486226,Javed Mostafa
486227,Ketan Mane
486233,Songqing Chen
486236,Alfredo Weitzenfeld
486241,Kallirroi Georgila
486244,Haibo He
486246,Tomas Lozano-Perez
486247,Leslie Kaelbling
486250,Andrew Saykin
486254,Kyoung-Don Kang
486261,Chengkai Li
486265,David Karger
486270,Jean-Marc Fellous
486272,Mohamed Shehab
486281,Alexander Russell
486283,Zoran Obradovic
486284,Slobodan Vucetic
486288,Toshiro Kubota
486290,M. Emre Celebi
486295,Resit Sendag
486300,Cynthia Marling
486301,Razvan Bunescu
486302,Frank Schwartz
486306,Namrata Vaswani
486310,Bahareh Behkam
486320,Trac Tran
486325,Rong Zheng
486330,Chuck Cranor
486331,Gregory Ganger
486340,Mehryar Mohri
486344,Milind Buddhikot
486350,Shawn Kelly
486351,Joseph Rizzo
486352,Douglas Shire
486357,Zhao Zhang
486367,Leila Takayama
486370,Peng Li
486372,Joel Hass
486378,Stephen Goddard
486380,Allan Levey
486384,Robert Schweller
486386,Matthew Patitz
486388,Gilbert Baumslag
486391,William Skeith
486393,Antonio Nicolosi
486395,Abhi Shelat
486396,Gabriel Robins
486402,Panagiotis Metaxas
486405,Jorg Peters
486414,Charles Crowell
486421,Tevfik Bultan
486425,Liviu Iftode
486426,Vinod Ganapathy
486430,Dmitry Zotkin
486433,Himanshu Gupta
486434,Luis Ortiz
486443,Paolo Minero
486456,Alon Orlitsky
486458,Walid Aref
486459,Mourad Ouzzani
486465,Shannon Hughes
486469,James Conrad
486470,Asis Nasipuri
486473,Luke Van der Zel
486475,Kevin Long
486477,Victoria Howle
486496,Francis Quek
486497,William Holbach
486499,Katherine Connelly
486502,Mohan Kumar
486506,Andrew Mercer
486507,Jamie Dyer
486509,Justin Shows
486511,Samuel Cheng
486517,Nihar Mahapatra
486519,Dewayne Perry
486525,Jose Luis Ambite
486529,Daniele Micciancio
486535,Aswin Sankaranarayanan
486538,Sandra Nichols
486542,Neal Young
486544,Berthe Choueiry
486553,Bao Liu
486556,Ely Kerman
486559,Duncan Walker
486561,Arnold Swindlehurst
486565,Elaine Cohen
486571,Katherine Wild
486574,Louis-Philippe Morency
486576,James Plusquellic
486594,Dejing Dou
486595,Daniel Lowd
486603,Liqiang Wang
486606,Steven Kazmierczak
486609,Eelke Folmer
486616,Satish Rao
486619,Shawn Bowers
486620,Todd Green
486626,Tao Yang
486631,Dmitri Kalashnikov
486633,Adnan Darwiche
486742,William Briscoe
486818,Jesse Heines
486819,Gena Greher
486839,Thuan Nguyen
486875,Brian Evans
486881,Michael Evans
486930,Kimberly Obbink
487033,Gerry Stahl
487045,Scott Johnson
487120,Marina Bers
487140,Scott Nuismer
487144,Stanley Osher
487172,Robert Marc Friedman
487249,Frederick Taylor
487297,Venkatramani Balaji
487316,Diana White
487370,Herman Dierick
487381,Russell Hemley
487391,Philip Vahey
487434,Marcia Linn
487472,Peter Gordon
487702,Joey Mead
487723,Michael Krane
487770,Richard Anthes
487796,Arun Chauhan
487820,Marilyn Fogel
487898,C. Grant Willson
487903,Stephen S. Yau
487933,Myung Hee Lee
487976,Edwin Chong
487985,Paul Katz
487987,Fabrizio Gabbiani
488119,Mark Hersam
488240,Charles Brooks
488305,Lev Tsimring
488306,Jeff Hasty
488351,Daniel Price
488536,Tony O'Driscoll
488552,Helen Pushkarskaya
488553,John Schieffer
488578,Kenneth Roberts
488583,Liang Hong
488606,Natalia Levina
488622,Anne-Laure Fayard
488657,Robert Cook
488661,Diane Litman
488662,Kevin Ashley
488680,Andrew Vince
488681,Meera Sitharam
488683,Mavis Agbandje-McKenna
488689,Janette Pelletier
488690,Allan Lockwood
488691,Mei-Hwa Chen
488692,Jianwei Zhang
488767,Matthew Lewis
488768,Susan Straus
488769,Rita Karam
488770,Tora Bikson
488771,Albert Byers
488778,Enrique Thomann
488830,Harriet Edwards
488847,David DeSteno
488866,H. Scott Matthews
488895,Stephen Ramsay
488898,Duane Shell
488972,Paul Harris
488979,John Lusth
488997,Timothy Cason
489023,Michael Tu
489025,Joshua Pauli
489107,Zena Ariola
489148,Regina Mendez
489149,Mary Beth Ogulewicz
489182,Elizabeth Marsh
489264,Balazs Vedres
489275,Eric Siegel
489276,Jan Plass
489277,Marc Levy
489359,Michelle Scribner-MacLean
489369,Daniel Jun Hun Chung
489370,Marcela Carena
489380,Samuel Christy
489422,Michael Clancy
489430,Liqing Zhang
489457,Michael Ullman
489472,Douglas Clark
489476,Mega Subramaniam
489495,Scott Kiesling
489515,Kai-Min Chang
489538,Edmund Hazzard
489545,Leysia Palen
489570,Garold Stasser
489599,Vaidy Sunderam
489637,Brian Reiser
489657,C. Sidney Burrus
489660,Paul Padley
489672,Fred Mangrubang
489673,Eric Hintz
489674,Michael Jones
489675,Ron Proctor
489700,Igor Zutic
489734,Wenyuan Xu
489739,Chandra Kambhamettu
489746,Frank Tittel
489788,Donald Truhlar
489793,Paulette Clancy
489795,Craig Lent
489796,Gregory Snider
489797,S Alex Kandel
489798,Kenneth Henderson
489804,David Hogg
489824,Malik Magdon-Ismail
489828,Jian-Ping Wang
489843,Gyorgy Csaba
489866,Abhay Pasupathy
489873,Kevin Skadron
489879,John Dolan
489899,Mark Rodwell
489920,Hanspeter Pfister
489924,Alessandro Vespignani
489926,Wesley Hochachka
489928,Andrew Farnsworth
489959,Paul Schopf
490009,Aiichiro Nakano
490010,Rajiv Kalia
490011,Priya Vashishta
490024,Ronald Levy
490035,Ali Cinar
490037,Michael North
490038,Judith Zawojewski
490039,Mustafa Bilgic
490046,Kung Yao
490047,Martin Cody
490049,Edward Stabler
490060,Andrew Phillips
490075,Eitel Lauria
490112,John Preskill
490113,James Eisenstein
490115,Oskar Painter
490198,Julie Fiez
490223,Jonathan Stebbins
490227,Michael Frank
490245,Richard Newman
490256,John Doyle
490257,Wolfgang Ketterle
490281,Madhu Menon
490305,Subbarao Kambhampati
490327,Bradley Clement
490363,Lance De Long
490399,Michael Palis
490408,Loren Pfeiffer
490409,Stephen Lyon
490434,Paul Muzio
490435,Mark Arend
490437,Michael Kress
490455,Ozlem Kilic
490456,Lin-Ching Chang
490457,Esam El-Araby
490497,Deborah Kashy
490501,Lening Zhang
490590,John Orcutt
490628,Larry Mayer
490636,Daniel Elliott
490641,Tai-Chi Lee
490642,Farid Hallouche
490643,Alan Freed
490644,Kassiani Kotsidou
490669,Phillip Duxbury
490673,Robert Geist
490674,Sebastien Goasguen
490675,Gene Eidson
490676,Christopher Post
490677,Jason Hallstrom
490681,Saw-Wai Hla
490693,Behrouz Farhang-Boroujeny
490695,Dimitris Pados
490697,Weifeng Su
490698,Joseph Atkinson
490699,Stella Batalama
490724,Marya Lieberman
490758,Dung Huynh
490760,Gopal Gupta
490798,Alan Whitney
490801,Elise deDoncker
490803,Karlis Kaugars
490825,Robert York
490826,Susanne Stemmer
490853,William Reed
490894,Gangbing Song
490900,Martin Richardson
490932,John Cook
490934,Jun Kong
490938,Linda Powers
491030,Minghao Qi
491031,Mei Yang
491032,Yingtao Jiang
491046,David Steward
491047,Brett Esry
491070,Joel Smith
491079,Andreas Molisch
491080,Robert Scholtz
491084,Leslie Butler
491085,Mark Batzer
491087,Rod Parker
491096,Sukumaran Nair
491097,Jeff Tian
491098,LiGuo Huang
491111,Stephen Boyd
491237,Kenrick Mock
491238,Bogdan Hoanca
491296,Yanni Sun
491302,Richard Ruback
491358,Lei Wang
491371,Ann Chervenak
491396,Eric Roberts
491403,Stephen Boyer
491422,Rion Dooley
491424,Michele Rucci
491467,Stephen Reichenbach
491524,Montek Singh
491562,Frank Smith
491563,Jasleen Kaur Sahni
491568,Minaxi Gupta
491613,Geoffrey Xie
491648,Daniel Klein
491679,Shantanu Chakrabartty
491701,Kiri Wagstaff
491702,Edwina L. Rissland
491733,Marie Huffman
491767,Adrien Treuille
491777,Jacob Fish
491824,Leonard Spinu
491832,Stuart Shulman
491854,Bertan Bakkaloglu
491861,Daniel Inman
491887,Edward Clymer
491898,Yao Wang
491915,Ioana Banicescu
491916,Sherif Abdelwahed
491930,John Melngailis
491938,Brian Ross
491949,Barry Van Veen
491950,Susan Hagness
491962,William Tang
492015,John W. Harris
492042,I-Ling Yen
492047,Gerard Wysocki
492059,Wensheng Zhang
492064,Thomas Overbye
492076,Guiling Wang
492080,Fangxing Li
492134,Michael Chertkov
492139,Sandip Tiwari
492191,Daniel Siewiorek
492200,Keith Nelson
492202,Mark Holtz
492220,Whitlow Au
492224,Aleksandar Kavcic
492228,Un-Ku Moon
492262,Stephen Sutton
492272,Lieven Vandenberghe
492285,Susan Larson
492331,Yehia Massoud
492366,John Selker
492380,David Matolak
492384,Patrick Roblin
492401,Erica Young
492421,Philip Yu
492475,Yonghe Liu
492490,Xintao Wu
492519,Aftab Ahmad
492573,Scott Manalis
492593,Alan C. Lau
492597,Rachelle Heller
492610,Florian Buchholz
492625,Huiming Anna Yu
492700,Tracy Hammond
492724,Gail-Joon Ahn
492735,Martha Crosby
492859,Stefan Schaal
492896,Peter Ramadge
492962,Samuel Brody
492978,John Hooker
493026,Anthony Wagner
493094,James Luedtke
493223,Jelena Kovacevic
493225,James Garrett
493252,Stephen Fienberg
493325,Viktor Gruev
493327,Sarah Ryan
493332,James McCarthy
493345,Wing Liu
493368,Carlos Robles
493379,Scott Glenn
493395,Predrag Jelenkovic
493483,Deanna Barch
493492,Rafael Fierro
493497,Jason Mitchell
493546,Russell Poldrack
493567,Satish Ukkusuri
493579,John Rice
493589,Benjamin Snyder
493657,Min-Feng Yu
493703,Tor Wager
493725,Stephanie Jones
493726,Christopher Moore
493755,Garrett Stanley
493766,Andreas Tolias
493797,Ezra B. Zubrow
493835,Charles Schweik
493842,Maria Elena Vivas-House
493848,Barbara Kucera
493880,Dennis Kafura
493883,Chris Corallo
493895,Albert Valocchi
493916,Mohamed G. Gouda
493949,Seta Bogosyan
493953,Dan Ventura
493967,John Abraham
493972,Sherry Hsi
494001,Ralph Kopperman
494074,Murali Varanasi
494076,Ruthanne Thompson
494088,Mounir Ben Ghalia
494089,Jaime Ramos-Salas
494127,Richard Scalettar
494164,Xuedong Hu
494196,William Seales
494280,Martin Maxey
494305,Beth Anne Bennett
494324,Patrick Roberts
494327,Loretta Pyles
494506,Hong-Chao Zhang
494572,Gary Lamberti
494668,Kelvin Wagner
494681,Eric Pardyjak
494690,Waleed Khalil
494757,Michael Hsiao
494759,Danfeng Yao
494771,Barbara Bass
494774,Bahgat Sammakia
494775,Bruce Murray
494776,Kanad Ghose
494781,John Boisseau
494865,Elizabeth Buchanan
494936,Linda Wilson
494943,Clayton Lewis
494978,Adam Tarnoff
495002,Dov Liberman
495004,Ioanna Semendeferi
495030,Andrew Flanagin
495034,Stacy Patterson
495104,Craig Douglas
495105,Fred Ogden
495130,Steven Roach
495142,Annette Schloss
495152,Geoffrey Gordon
495161,Jacqueline Spears
495163,Mitchell Neilsen
495164,Naiqian Zhang
495168,Andrew Johnson
495182,Bernd Hamann
495183,Joseph Dumit
495194,Terri Hedgpeth
495222,Dan Ramsey
495225,Santiago Schnell
495246,Nuno Miguel Martins
495248,Jerry Jacobs
495278,Francesco Bullo
495282,Sanjoy Mitter
495285,Kenneth Birman
495286,Robert Thomas
495287,Timothy Mount
495296,Richard Fair
495297,Nan Marie Jokerst
495323,Margaret Martonosi
495325,Eric Feron
495329,Hongwei Zhang
495331,Arnaud Venet
495338,Sanjoy Das
495340,Balasubramaniam Natarajan
495344,Douglas Adams
495364,Robert Cartwright
495365,Walid Taha
495382,Raja Sengupta
495391,Daniel Gajski
495392,Tony Givargis
495443,Sean Ahern
495544,Ethan Danahy
495546,J. Michael Wyss
495554,Osman Yasar
495569,Bess Ward
495586,Janet White
495599,Walter Scheirer
495745,Peter Beckman
495787,Thomas Hoye
495795,Gregory Jackson
495864,David Caron
495891,David Beebe
495935,Susan Graham
495939,Anita Jones
495943,Erwin Gianchandani
495984,Philip Allen
496016,Patricia Kovatch
496031,Julie Dickerson
496067,Michael Carroll
496078,C. Karen Liu
496085,Munther Dahleh
496112,Masayoshi Tomizuka
496117,Ron Weiss
496127,Gabrielle D. Allen
496128,Kenneth Kreutz-Delgado
496138,Zeeshan Syed
496146,Jerry Melillo
496177,Alan Gelfand
496204,Christopher Johnson
496273,Mary Flanagan
496281,Byung-hoon Kim
496297,Santosh Venkatesh
496299,Kartik Hosanagar
496304,Yi-Luen Do
496324,Sadanand Srivastava
496333,Rebecca Caldwell
496337,Shiyong Lu
496361,Steven Gabriel
496368,Yong Tan
496425,Qi Tian
496451,Lei Yu
496500,Yuhai Tu
496511,Lori Levin
496514,Joao Hespanha
496541,Calin Belta
496577,Poorvi Vora
496622,Peter Brusilovsky
496631,Nathan Michael
496645,Elettra Ronchi
496646,Dimitri Ypsilanti
496669,Tsu-Wei Chou
496706,James Hone
496707,Susan Lowes
496746,David Phillips
496754,Gary An
496760,Justine Cassell
496762,David Kahaner
496764,Adrian Perrig
496766,Westley Weimer
496768,Avelino Gonzalez
496769,Ronald DeMara
496785,Mathew Palakal
496796,Ronald Greenberg
496807,Michael Horn
496811,Jason Freeman
496816,Kristy Boyer
496817,Bradford Mott
496819,Eric Wiebe
496821,Calvin Lin
496822,George Veletsianos
496824,Diane Baxter
496827,Dale Reed
496828,Lucia Dettori
496829,Theresa Steinbach
496830,Don Yanek
496841,Lawrence Rauchwerger
496861,Roberto Leon
496864,Jingfeng Wang
496879,Mark Haley
496882,YangQuan Chen
496888,Ronald Eguchi
496890,Semiha Ergan
496892,Ian Lane
496893,Jeannie Stamberger
496898,John Mander
496947,Eva Lee
496951,Claude Kicklighter
496952,Timothy Clancy
496977,Han-Li Liu
497001,Eiko Ikegami
497005,Andre DeHon
497006,Sanjeev Khanna
497008,Stephane Lafortune
497022,Jeannette Sutton
497035,Shu-Ching Chen
497047,Suzanne Paulson
497058,Moshe Kam
497064,Eugene Kwatny
497067,Wojciech Matusik
497068,Martin Rinard
497072,Mitchel Resnick
497073,Cynthia Breazeal
497077,Madhusudan Parthasarathy
497082,Rajeev Alur
497120,Fred Volkmar
497121,Frederick Shic
497122,Rhea Paul
497124,John Morrell
497125,Brian Scassellati
497138,Sanjit Seshia
497142,Alberto Sangiovanni-Vincentelli
497149,Fei Sha
497161,Michael Jordan
497162,Michael Franklin
497218,Arun Venkataramani
497236,Terry Huskey
497247,T. Jankun-Kelly
497248,Eugene Zhang
497252,Tracy Nelson
497275,Susan Ashdown
497354,Jerry Goldman
497408,Thomas Naps
497441,Richard Baraniuk
497480,Vishal Misra
497484,Charles Melcher
497485,Mariya Zhuravleva
497504,Richard Crutcher
497533,John White
497598,Stephen Egarievwe
497618,Fredric Gey
497619,Ray Larson
497627,Margaret Nelson
497659,David Wild
497697,Evan Selinger
497698,Abigail Mechtenberg
497700,Shihong Huang
497703,Gary Jeffress
497764,Rick Kazman
497770,Saroj Biswas
497799,Perry Cook
497802,Howard Rosenbaum
497824,Lawrence Baker
497903,Vinod Lohani
497959,Michael Loui
497974,Chunmei Liu
497999,Leland Beck
498000,Alexander Chizhik
498026,Kaustuv Roy
498027,Joshua Kohn
498055,Aaron Ohta
498056,Wayne Shiroma
498101,Yuanfang Cai
498106,Jonathan Aldrich
498142,Scott Auerbach
498149,Alexander Dekhtyar
498150,Michael Black
498157,Paul Flikkema
498182,Kurt VanLehn
498189,Stephanie Hampton
498207,Costas Grigoropoulos
498231,Jaideep Vaidya
498256,Hongchi Shi
498258,Wuxu Peng
498265,Thomas Way
498292,Joseph Nadeau
498312,Leanna House
498313,Scotland Leman
498314,Naren Ramakrishnan
498339,Kim Pearson
498340,Sarah Pulimood
498383,Jens Mache
498443,Catherine French
498455,Shawn Brixey
498457,Thomas Finholt
498458,Erik Hofer
498499,John Wilson
498601,Joan Barth
498689,Todd Martinez
498816,Andrea Chiba
498904,Jerome Cox
498919,Saad Ali
498957,Gunalan Nadarajan
498959,Carol LaFayette
499002,Carol Strohecker
499034,Kevin Boyack
499079,Peter Muhoro
499211,Brian Harvey
499228,James Hendler
499247,Karl Ricanek
499259,James Kurose
499268,K. Mani Chandy
499269,Julian Bunn
499280,Stefano Basagni
499286,Anish Arora
499298,Nalini Venkatasubramanian
499302,Selma Sabanovic
499305,Bob McKee
499317,Samik Basu
499351,AnHai Doan
499376,Bahman Kalantari
499378,Lydia Sinapova
499379,Patricia Singer
499380,Mark Brodie
499381,Ronald Warnet
499391,Oscar Ibarra
499395,Jose Martinez
499399,Richard Beigel
499410,Gopalan Nadathur
499431,Arunava Banerjee
499432,Anand Rangarajan
499471,Susan Peric
499479,Robert Geraci
